id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2595,Skylit Midtown Castle Sanctuary,2845,Jennifer,Manhattan,Midtown,40.75356,-73.98559,Entire home/apt,240,30,49,2022-06-21,0.27,3,365,0,
6848,Only 2 stops to Manhattan studio,15991,Allen & Irina,Brooklyn,Williamsburg,40.70935,-73.95342,Entire home/apt,83,30,195,2024-10-05,1.04,1,185,4,
6872,Uptown Sanctuary w/ Private Bath (Month to Month),16104,Kae,Manhattan,East Harlem,40.80107,-73.94255,Private room,65,30,1,2022-06-05,0.03,2,83,0,
6990,UES Beautiful Blue Room,16800,Cyn,Manhattan,East Harlem,40.78778,-73.94759,Private room,71,30,250,2024-10-31,1.37,1,284,4,
7064,"Amazing location! Wburg. Large, bright & tranquil",17297,Joelle,Brooklyn,Williamsburg,40.71248,-73.95881,Private room,,30,13,2022-09-12,0.08,2,0,0,
7097,"Perfect for Your Parents, With Garden & Patio",17571,Jane,Brooklyn,Fort Greene,40.69194,-73.97389,Private room,205,2,390,2024-10-27,2.16,2,215,38,OSE-STRREG-0000008
7801,Sunny Williamsburg Loft with Sauna,21207,Chaya,Brooklyn,Williamsburg,40.718807220458984,-73.9561767578125,Entire home/apt,290,30,13,2024-07-31,0.07,1,259,1,
8490,"Maison des Sirenes1,bohemian, luminous apartment",25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.684555843449075,-73.93963415175676,Entire home/apt,170,30,190,2023-10-16,1.03,2,219,0,
9357,Midtown Pied-a-terre,30193,Tommi Laurelle,Manhattan,Hell's Kitchen,40.76724,-73.98664,Entire home/apt,175,30,58,2017-08-13,0.32,1,65,0,
10452,Radiant Oasis  B&B Style room,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68294,-73.95682,Private room,90,30,81,2024-08-19,0.46,6,261,2,
11943,Country space in the city,45445,Harriet,Brooklyn,Flatbush,40.63702,-73.96327,Private room,,30,0,,,1,0,0,
12192,ENJOY Downtown NYC!,46978,Edward,Manhattan,East Village,40.72296,-73.98383,Private room,75,30,316,2024-01-08,1.73,2,123,2,
12940,Charming Brownstone 3 - Near PRATT,50148,Adreinne,Brooklyn,Bedford-Stuyvesant,40.67946,-73.95417,Entire home/apt,123,30,78,2024-10-08,0.43,1,319,3,
13808,Writer’s Room for 2 in Brownstone- $1860 monthly,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.68064,-73.94039,Private room,136,30,204,2024-03-31,1.16,4,275,3,
14314,Greenpoint Place...Has It All!,56246,Jeanne,Brooklyn,Greenpoint,40.73535,-73.95584,Entire home/apt,115,30,179,2024-09-30,0.99,1,276,2,
15341,*Nice Nolita 1Bdrm with Elevator and 24h-Doorman*,60049,Ted,Manhattan,Lower East Side,40.721359,-73.993668,Entire home/apt,191,30,39,2024-10-05,0.29,1,61,2,
15385,"Very, very cozy place",60252,Maria C,Brooklyn,Williamsburg,40.71211,-73.96397,Private room,96,30,59,2024-08-31,0.33,1,284,3,
15396,Sunny & Spacious Chelsea Apartment,60278,Petra,Manhattan,Chelsea,40.74493,-73.99521,Entire home/apt,,180,5,2018-11-03,0.05,1,129,0,
16580,"Sunny, Modern room in East Village w City Views",64442,Reka,Manhattan,East Village,40.72372723229208,-73.97625850509617,Private room,170,1,600,2024-10-18,4.40,2,139,73,OSE-STRREG-0000108
16821,Charming Room in Amazing East Village Apt. (B),4396,Casey,Manhattan,East Village,40.72281,-73.98501,Private room,152,1,229,2024-10-24,1.54,2,46,41,OSE-STRREG-0001710
16974,SpaHa Loft: Enormous and Bright,65837,Robin,Manhattan,East Harlem,40.8019,-73.93762,Entire home/apt,300,30,291,2023-09-05,1.61,1,266,0,
17037,Lovely EV Artist's Home,66035,Anna,Manhattan,East Village,40.72289,-73.98028,Entire home/apt,230,30,54,2024-06-06,0.30,1,126,1,
18152,Manhattan Room,69942,Victoria,Manhattan,Upper East Side,40.76967,-73.94831,Private room,500,30,147,2019-09-01,0.92,1,365,0,
18728,Beautiful Meatpacking District Loft,71876,DAVID And RICK,Manhattan,Chelsea,40.74261,-74.00353,Private room,150,30,249,2024-10-05,1.50,1,288,3,
18961,Cozy Studio in Great Location!,70857,Fabian,Manhattan,Kips Bay,40.73808,-73.98001,Private room,,30,1,2016-03-22,0.01,1,0,0,
19174,DUPLEX TERRACE in CHELSEA,73164,Alexis,Manhattan,West Village,40.73917,-74.00207,Entire home/apt,200,90,67,2016-08-26,0.38,1,312,0,
19282,"Sunny, Spacious Top Floor Haven",73469,Djassi,Brooklyn,Flatbush,40.65437,-73.96278,Private room,,30,16,2019-07-20,0.09,1,16,0,
19812,2 bedroom Williamsburg Apt - Bedford L stop,74857,Starlee,Brooklyn,Williamsburg,40.71802,-73.95724,Entire home/apt,105,30,59,2018-07-29,0.33,1,326,0,
20913,Charming 1 bed GR8 WBurg LOCATION!,79402,Christiana,Brooklyn,Williamsburg,40.70967,-73.95922,Entire home/apt,,30,165,2018-07-22,0.96,1,0,0,
21644,"Upper Manhattan, New York",82685,Elliott,Manhattan,Harlem,40.82782,-73.9473,Private room,,30,3,2019-10-21,0.04,1,0,0,
21794,COZY QUIET monthly room 4 DOOGLERS!,83257,Olan,Manhattan,Chelsea,40.74187,-74.00223,Private room,85,30,36,2020-01-19,0.20,2,364,0,
23135,@HouseOnHenrySt Private 1 bedroom with shared use,11481,Annette,Brooklyn,Carroll Gardens,40.67747,-74.00146,Private room,200,30,318,2024-07-25,1.81,4,365,1,
23545,Upper Upper West Side Garden Apartment Townhouse,92411,Karen,Manhattan,Harlem,40.82825,-73.95138,Entire home/apt,200,30,215,2019-06-17,1.21,1,358,0,
24285,Beautiful 3 bedroom & 3 bathroom Duplex Apartment,97797,Brandon,Brooklyn,Park Slope,40.67115,-73.98026,Entire home/apt,220,30,93,2024-10-29,0.53,1,170,3,
25406,"Modern Brooklyn Apt., August sublet",105538,Erik,Brooklyn,Williamsburg,40.71649,-73.94865,Entire home/apt,,30,29,2018-05-26,0.21,1,0,0,
26785,Park Slope Green Guest House,42273,Dani,Brooklyn,South Slope,40.6686,-73.98723,Entire home/apt,90,30,479,2022-05-31,2.73,3,126,0,
27883,East Village Sanctuary,120223,Jen,Manhattan,East Village,40.72421,-73.98509,Entire home/apt,100,30,25,2011-12-10,0.15,1,0,0,
28907,Garden studio in the Upper East Sid,124352,Lisa,Manhattan,Upper East Side,40.77827,-73.94669,Entire home/apt,150,30,19,2017-05-31,0.11,1,276,0,
29013,Cozy Gorgeous Room,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68288,-73.95646,Private room,90,30,74,2024-08-03,0.43,6,199,1,
29628,"Comfortable, Sunny Room",127608,Christopher,Brooklyn,Clinton Hill,40.68292,-73.96381,Private room,152,3,444,2024-10-26,2.53,1,128,61,OSE-STRREG-0000041
31130,Entire apartment _Most central location!,117287,Lara Nicole,Manhattan,Hell's Kitchen,40.7672,-73.98464,Entire home/apt,200,30,75,2024-01-07,0.43,3,321,2,
31555,Luminous Beautiful West Village Studio,135619,Tom,Manhattan,West Village,40.73405,-74.00281,Entire home/apt,,30,30,2021-03-27,0.18,1,0,0,
31902,Sanctuary in East Flatbush,137292,Sunder,Brooklyn,East Flatbush,40.6327,-73.93184,Private room,,30,4,2019-10-14,0.02,1,0,0,
31994,Room with En Suite Bathroom & Deck,137814,Waldemar,Brooklyn,Clinton Hill,40.68818,-73.96383,Private room,127,2,595,2024-10-23,3.41,2,306,37,OSE-STRREG-0000832
32037,Huge Private  Floor at The Waverly,116599,Sahr,Brooklyn,Clinton Hill,40.68513,-73.96648,Private room,,30,92,2022-11-02,0.53,3,364,0,
33009,Retreat in Williamsburg,143027,Ming,Brooklyn,Williamsburg,40.71512,-73.95899,Entire home/apt,195,30,297,2024-07-23,1.70,1,236,2,
34760,"Sunny Room, Historical Brooklyn Brownstone 30-days",149929,Obed,Brooklyn,Fort Greene,40.69101,-73.97378,Private room,,30,36,2024-09-01,0.40,3,41,4,
36121,Lg Rm in Historic Prospect Heights,62165,Michael,Brooklyn,Prospect Heights,40.67376,-73.96611,Private room,200,90,9,2013-05-10,0.05,1,362,0,
36647,"1 Bedroom & your own Bathroom, Elevator Apartment",157798,Irene,Manhattan,East Harlem,40.79245376586914,-73.94074249267578,Private room,85,30,102,2023-12-09,0.59,1,85,2,
38663,Luxury Brownstone in Boerum Hill,165789,Sarah,Brooklyn,Boerum Hill,40.68442,-73.98068,Private room,900,3,43,2023-08-30,0.29,1,354,0,OSE-STRREG-0001784
38833,Spectacular West Harlem Garden Apt,166532,Matthew,Manhattan,Harlem,40.8180576,-73.9466707,Entire home/apt,215,3,229,2024-10-31,1.33,1,125,45,OSE-STRREG-0000476
39282,“Work-from-home” from OUR home.,168525,Gustavo,Brooklyn,Williamsburg,40.71065139770508,-73.95087432861328,Private room,173,4,269,2024-10-06,1.55,2,39,9,OSE-STRREG-0001150
39572,1 br in a 2 br apt (Midtown West),169927,Hubert,Manhattan,Hell's Kitchen,40.76203,-73.98869,Private room,139,30,44,2019-01-03,0.25,2,365,0,
39593,A lovely room w/ a Manhattan view,110506,Myung,Queens,Sunnyside,40.74523,-73.92318,Private room,78,31,34,2024-08-05,0.20,1,305,2,
39704,"Private, Large & Sunny 1BR w/W&D",170510,Renée,Brooklyn,Bedford-Stuyvesant,40.68216,-73.94594,Entire home/apt,,30,337,2019-12-12,1.95,2,0,0,
42300,Beautiful Lower East Side Loft,184755,Koray,Manhattan,Lower East Side,40.71992,-73.99167,Entire home/apt,750,30,70,2024-08-31,0.40,1,132,1,
42729,@HouseOnHenrySt - Private 2nd bedroom w/shared use,11481,Annette,Brooklyn,Carroll Gardens,40.67813,-74.00062,Private room,185,30,220,2023-11-02,1.28,4,364,0,
43105,Studio 3 blocks from Empire State Building,188082,Thomas,Manhattan,Midtown,40.7449,-73.98499,Entire home/apt,155,30,4,2018-04-21,0.05,1,365,0,
44229,BROOKLYN VICTORIAN STYLE SUITE.....,181376,Carol,Brooklyn,Fort Greene,40.69287,-73.97108,Private room,110,30,232,2022-09-05,1.35,2,365,0,
44973,Creative South Williamsburg Studio,198411,Anastasia,Brooklyn,Williamsburg,40.70894,-73.95234,Entire home/apt,98,30,124,2023-07-01,0.72,1,212,0,
45542,Clean and Cozy Harlem Apartment,202249,Campbell,Manhattan,Harlem,40.82569,-73.93842,Entire home/apt,,30,18,2018-12-17,0.24,1,0,0,
45737,Amazing West Village Apt,203444,Dana,Manhattan,West Village,40.73948,-74.00504,Private room,73,60,31,2024-08-30,0.18,1,153,2,
45910,Beautiful Queens Brownstone! - 5BR,204539,Mark,Queens,Ridgewood,40.70309,-73.89963,Entire home/apt,500,30,13,2019-11-12,0.08,9,365,0,
45935,Room in Beautiful Townhouse.,204586,L,Bronx,Mott Haven,40.80635,-73.92201,Private room,60,30,0,,,1,83,0,
45936,Couldn't Be Closer To Columbia Uni,867225,Rahul,Manhattan,Morningside Heights,40.8063,-73.95985,Private room,77,31,134,2024-08-13,0.80,2,220,1,
46544,Park Slope haven 15 mins from Soho,8198,Monica,Brooklyn,Park Slope,40.67979,-73.97978,Entire home/apt,,30,57,2024-01-04,0.34,1,0,1,
46911,Large Room pr/h Br/St in Park Slope,210746,Kathleen R,Brooklyn,Park Slope,40.68009896425498,-73.9746189673198,Private room,100,30,73,2024-10-09,0.42,3,263,4,OSE-STRREG-0001970
49048,Dreamy Loft Style w own bathroom,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.6829,-73.95701,Private room,95,30,28,2024-08-18,0.17,6,323,3,
51438,1 Bedroom in 2 Bdrm Apt- Upper East,236421,Jessica,Manhattan,Upper East Side,40.77449,-73.95308,Private room,,30,0,,,2,0,0,
52689,"Private, sunny two-bedroom near subway & shops",244071,Litza,Queens,Ditmars Steinway,40.77868,-73.90652,Private room,171,4,97,2024-10-27,0.58,1,50,22,OSE-STRREG-0001245
53469,cozy studio with parking spot,204539,Mark,Queens,Middle Village,40.71567,-73.87842,Entire home/apt,130,30,33,2015-05-09,0.19,9,365,0,
53470,Clean and convenient 2BR apartment,204539,Mark,Queens,Ridgewood,40.70422,-73.89778,Entire home/apt,,30,5,2015-05-29,0.03,9,365,0,
53477,3 floors of luxury!,204539,Mark,Queens,Middle Village,40.71778,-73.87714,Entire home/apt,350,30,16,2019-08-09,0.10,9,335,0,
54466,Beautiful Uptown Manhattan apartmnt,253385,Douglas,Manhattan,Harlem,40.80255,-73.95803,Private room,200,30,0,,,1,365,0,
54508,S/Rm Br/st  PSlope great for  Med/Stu,210746,Kathleen R,Brooklyn,Park Slope,40.6789595110935,-73.97409474641334,Private room,96,3,186,2024-11-01,1.09,3,244,14,OSE-STRREG-0001970
54544,City Room - Private Penthouse Apt.,256161,Wayne,Manhattan,Harlem,40.81182,-73.94631,Entire home/apt,,30,143,2023-12-02,0.85,4,89,1,
54694,(H) Great Deal/Pvt Rm,27848,Jullett,Queens,Jamaica,40.67144,-73.76501,Private room,,30,62,2018-01-01,0.36,2,0,0,
54860,Bedroom in my apartment with a private bathroom.,258164,Jenny,Manhattan,East Harlem,40.79934,-73.94236,Private room,125,30,304,2024-10-19,1.78,1,317,5,
55959,Work From Our Home w/ Loft,168525,Gustavo,Brooklyn,Williamsburg,40.71065,-73.95087,Private room,178,4,113,2024-10-14,0.82,2,50,12,OSE-STRREG-0001150
55982,Cozy 2 br in sunny Fort Greene apt,264928,Sally,Brooklyn,Fort Greene,40.68701,-73.97555,Private room,,30,42,2023-09-01,0.25,1,0,0,
56859,City Room - Private & Comfy Bedroom,256161,Wayne,Manhattan,Harlem,40.81201,-73.94452,Private room,79,30,272,2023-09-16,1.61,4,89,0,
57166,Elegant NYC Pad,272006,Vasili,Queens,Ditmars Steinway,40.772472,-73.906075,Entire home/apt,108,30,163,2024-07-09,0.96,1,342,6,
57297,"Clean & cozy 1BR in Cobble Hill, GREAT location!",199392,S.M.,Brooklyn,Brooklyn Heights,40.69003,-73.99338,Private room,292,30,295,2023-11-08,1.74,1,154,1,
57618,"Great new apt, close to everything",274557,Ana,Manhattan,Hell's Kitchen,40.76505,-73.98716,Entire home/apt,,30,131,2023-04-18,0.80,1,0,0,
58059,Traveling Nurses and Medical Professionals,277379,Agnes,Manhattan,Harlem,40.8238,-73.94444,Private room,42,30,683,2024-10-05,4.15,2,300,4,
59014,"Spacious 1BR, Adorable Clean Quiet",282927,Drica,Manhattan,Lower East Side,40.71946,-73.98641,Entire home/apt,150,30,60,2023-06-27,0.36,1,365,0,
59121,Convenient 3BR w/6 beds!!,204539,Mark,Queens,Ridgewood,40.70271,-73.8993,Entire home/apt,262,30,4,2023-02-10,0.03,9,365,0,
60181,Sunny East Village Apartment with rooftop,128806,Sue,Manhattan,East Village,40.7253,-73.98028,Entire home/apt,,30,37,2023-09-03,0.22,1,0,0,
60457,Spacious Greenwich Village Apt,99212,Jessica,Manhattan,Greenwich Village,40.73072,-73.99275,Entire home/apt,,30,9,2019-07-31,0.05,1,0,0,
60611,SpaHa Studio Monthly Rental,292204,Blanca,Manhattan,East Harlem,40.792667388916016,-73.946533203125,Entire home/apt,110,30,196,2023-10-12,1.19,4,92,0,
60666,City Room - Private Luxury Suite,256161,Wayne,Manhattan,Harlem,40.81006,-73.94559,Private room,89,30,282,2023-10-19,1.67,4,89,0,
60673,Private Room/bath Luxurious Harlem,249372,Cynthia,Manhattan,Harlem,40.81562,-73.94674,Private room,,30,3,2019-10-20,0.04,1,0,0,
60680,"Bright, High Ceiling, Spacious & Cozy 1BR - Enjoy!",292630,Mich,Manhattan,East Village,40.72598,-73.97978,Entire home/apt,185,30,167,2024-10-10,0.99,6,339,2,
60794,"Bright and spacious, garden below!",293394,Rachel,Manhattan,Upper West Side,40.79918,-73.96248,Entire home/apt,,30,4,2017-08-25,0.02,1,0,0,
61406,Great room in great location,297176,Bethania,Manhattan,Harlem,40.80371,-73.95635,Private room,65,60,2,2024-08-27,0.03,2,135,1,
62925,Beautiful Landmarked Duplex,306739,Maya,Brooklyn,Greenpoint,40.72967,-73.95352,Entire home/apt,285,30,172,2023-11-14,1.03,2,180,1,
63588,LL3,295128,Carol Gloria,Bronx,Clason Point,40.81161,-73.85499,Private room,89,30,0,,,6,0,0,
63610,Dominique's mini guest suite* Metro* Wi-Fi* Cosy,310670,Violet,Bronx,Eastchester,40.881,-73.83511,Entire home/apt,124,30,57,2023-10-01,0.41,7,358,0,
63657,"Private, Large & Sunny Top Floor Apt  w/W&D",170510,Renée,Brooklyn,Bedford-Stuyvesant,40.68253,-73.94295,Entire home/apt,,30,266,2019-12-08,1.58,2,0,0,
64015,Prime East Village 1 Bedroom,146944,David,Manhattan,East Village,40.72863,-73.9842,Entire home/apt,,30,0,,,1,0,0,
64314,cozy bedroom in lovely garden apt,314256,Debbie,Brooklyn,Crown Heights,40.67634,-73.95143,Private room,75,30,46,2022-11-12,0.27,1,338,0,
64365,Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40.67579,-73.95072,Private room,65,30,256,2024-08-07,1.55,2,336,3,
65615,Farmhouse Apartment in Williamsburg,320761,Valerie,Brooklyn,Williamsburg,40.7106,-73.95178,Entire home/apt,,30,56,2020-09-05,0.33,1,0,0,
65660,Bright+Spacious Williamsburg Abode!,320538,Larissa,Brooklyn,Williamsburg,40.70797,-73.94792,Entire home/apt,,30,165,2023-06-17,0.98,2,16,0,
66008,CHARMING CARROLL GARDENS APT.,322884,Melissa,Brooklyn,Carroll Gardens,40.68028,-73.99328,Entire home/apt,190,30,68,2020-03-22,0.44,1,49,0,
66251,East Village Loft with Piano & Patio,324460,Samir,Manhattan,East Village,40.72547,-73.98619,Entire home/apt,349,30,170,2024-10-22,1.47,1,101,3,
66275,Lower East Side Magic Apartment Entire Apartment!!,314941,Tony,Manhattan,Nolita,40.72036,-73.99435,Entire home/apt,299,30,211,2023-06-21,1.30,3,365,0,
66974,"Lovely, Modern, Garden Apartment",329436,Jana,Brooklyn,Gowanus,40.68088,-73.99102,Entire home/apt,220,30,247,2024-10-15,1.63,2,325,8,
67299,Cozy Garden Apartment  in Williamsburg,330347,Adrienne,Brooklyn,Williamsburg,40.71516,-73.96448,Entire home/apt,164,30,83,2024-10-03,0.50,1,58,5,
68253,Room in the heart of Astoria,67730,Boris,Queens,Astoria,40.76336,-73.92099,Private room,,30,0,,,1,0,0,
68735,Prewar Penthouse w Private Terrace,342054,Violetta,Manhattan,Upper West Side,40.78846,-73.97459,Entire home/apt,225,30,38,2024-02-22,0.24,1,262,1,
68974,Top floor light filled loft on the Bowery,281229,Alicia,Manhattan,Nolita,40.72,-73.99487,Entire home/apt,657,30,248,2024-08-11,1.49,1,218,1,
69894,"Nice renovated apt, prime location!",352168,Silvia,Manhattan,Upper West Side,40.77845,-73.98295,Entire home/apt,160,30,67,2024-10-13,0.44,1,105,4,
71384,Gigantic Private Brooklyn Loft!,365153,Ben,Brooklyn,Greenpoint,40.72919,-73.95588,Entire home/apt,,30,48,2014-05-13,0.29,1,0,0,
71812,Condo Apartment with Laundry and Assigned Parking,369015,Thai,Bronx,Kingsbridge,40.87069,-73.90113,Entire home/apt,90,30,16,2023-05-28,0.21,2,256,0,
72190,1BR: See Central Park from Terrace!,373085,Hudson,Manhattan,Upper West Side,40.77743,-73.97691,Entire home/apt,,30,37,2019-02-15,0.23,1,0,0,
74680,One Bedroom Mini studio - Free WIFI,265109,Nazleen,Queens,Astoria,40.77507,-73.93367,Private room,124,30,268,2023-12-02,1.64,1,365,2,
74860,"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",394752,Allison,Brooklyn,Greenpoint,40.72364,-73.95013,Entire home/apt,,30,3,2019-10-30,0.02,1,0,0,
75635,Bright Cozy Chinatown Studio Apt.,401696,Patricia,Manhattan,Chinatown,40.71624,-73.994,Entire home/apt,120,30,423,2024-11-01,2.54,1,302,8,
75658,Modern Bed Stuy loft + rooftop garden,401921,Noemi,Brooklyn,Bedford-Stuyvesant,40.695588790857855,-73.95461923691613,Private room,221,30,20,2012-09-30,0.12,1,364,0,
77765,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,399,1,68,2024-09-08,0.41,29,151,13,Exempt
79067,3 Bdr/2ba Brownstone w/Garden. Stunning!,425506,Bliss,Brooklyn,Clinton Hill,40.68337,-73.96253,Entire home/apt,,48,11,2019-01-02,0.10,1,34,0,
80493,Cozy room in East Village with AC,434987,Jennifer,Manhattan,East Village,40.7226132,-73.9854593,Private room,70,30,233,2024-02-01,1.41,1,365,2,
80684,Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Hotel room,,1,10,2022-09-12,0.06,29,0,0,Exempt
80700,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,,1,10,2022-10-22,0.06,29,0,0,Exempt
81739,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,,1,2,2011-05-12,0.01,29,0,0,Exempt
82638,"Charming Artist's Flat, East Village",449787,Sarah,Manhattan,East Village,40.72408,-73.98154,Entire home/apt,140,30,283,2024-10-16,1.72,1,349,3,
82928,BEAUTIFUL 2 BEDROOM APARTMENT,451545,Ruthven,Brooklyn,Bedford-Stuyvesant,40.68433,-73.94469,Entire home/apt,165,30,82,2024-09-10,0.76,1,204,4,
83243,Brooklyn Cove 1 Br Apt w/ Garden In Bushwick!!,453519,Julian,Brooklyn,Bushwick,40.68769,-73.91788,Entire home/apt,56,30,251,2024-10-19,1.52,1,318,4,
83474,NY Mag & Budget Travel love us!,260682,Matthew,Brooklyn,Downtown Brooklyn,40.69132,-73.98573,Private room,184,30,5,2014-12-18,0.03,1,327,0,
84010,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,399,1,35,2024-08-11,0.22,29,158,7,Exempt
89427,The Brooklyn Waverly,116599,Sahr,Brooklyn,Clinton Hill,40.68513,-73.96648,Entire home/apt,800,30,0,,,3,358,0,
93313,"Maison de sirenes 2, bohemian, ecclectic apartment",25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.684569430603325,-73.93840021354636,Entire home/apt,,30,173,2023-11-01,1.05,2,194,0,
94783,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",473113,Keishera,Brooklyn,Crown Heights,40.6736,-73.9551,Entire home/apt,145,30,156,2024-10-30,0.95,1,70,8,Exempt
96471,"The Brooklyn Waverly, One Bedroom",116599,Sahr,Brooklyn,Clinton Hill,40.68513,-73.96648,Private room,171,30,11,2019-12-10,0.07,3,364,0,
98663,Groovy NYC Chelsea Pad,520279,Peter Michael,Manhattan,Chelsea,40.75077,-73.99657,Entire home/apt,150,30,18,2015-12-08,0.11,1,308,0,
100002,"MANHATTAN Cozy, Neat, Nice, Bright ROOM",523218,Giorgio,Manhattan,Washington Heights,40.85433,-73.9324,Private room,62,30,150,2021-08-11,0.91,1,173,0,
100186,Large Modern Park Slope 1BR,526805,Mi,Brooklyn,Gowanus,40.66952,-73.99201,Entire home/apt,150,30,123,2024-07-27,0.75,1,111,4,
100368,Greenwich Village Brownstone -- Huge Private Deck,526105,Scott,Manhattan,West Village,40.736945460110306,-73.99847316741945,Entire home/apt,258,30,39,2024-05-13,0.24,1,129,1,
101053,Colorful Artistic Williamsburg Apt w/ 3 Bedrooms,530032,Lee And Tara,Brooklyn,Williamsburg,40.71116,-73.95484,Private room,,60,36,2021-07-12,0.22,1,0,0,
103311,2 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Private room,,1,8,2014-10-24,0.05,29,0,0,Exempt
103555,Clean&Serene in Scenic Fort Greene,220001,Gordon,Brooklyn,Fort Greene,40.693047,-73.971985,Entire home/apt,325,30,286,2023-09-04,1.74,1,0,0,
105469,surf/stay regular,547386,Michelle,Queens,Rockaway Beach,40.58603,-73.8145,Private room,114,30,16,2021-09-17,0.10,1,90,0,
106363,Bright Room With A Great River View,551055,Alicia,Manhattan,Harlem,40.82772,-73.95284,Private room,91,30,470,2024-08-01,2.87,1,242,5,
106647,Tree lined block modern apartment,552679,Olivia,Brooklyn,Bedford-Stuyvesant,40.68647,-73.95862,Entire home/apt,190,30,122,2022-07-04,0.74,1,87,0,
107630,Sweet Historic Greenpoint Duplex,306739,Maya,Brooklyn,Greenpoint,40.72741,-73.95466,Entire home/apt,175,30,353,2024-05-15,2.17,2,123,1,
112304,Cozy Private Room in West Harlem!,573316,Kelli,Manhattan,Harlem,40.8069,-73.95372,Private room,,30,1,2016-01-02,0.01,1,0,0,
112435,ALL ABOUT A VERY COMFORTABLE ROOM..,181376,Carol,Brooklyn,Fort Greene,40.69132,-73.97306,Private room,95,30,178,2023-10-31,1.09,2,365,0,
113265,Brooklyn- Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40.67582,-73.9518,Private room,60,30,275,2024-07-31,1.69,2,322,1,
115535,Sun-Drenched Hamilton Hts Jewel,567187,Jane,Manhattan,Harlem,40.82402,-73.95263,Private room,,30,34,2019-10-30,0.21,1,248,0,
115748,1 BDRM Apt-Weekend Sublease,585166,Lilly,Queens,Astoria,40.76406,-73.92266,Entire home/apt,110,30,41,2023-09-23,0.26,1,88,0,
116551,Beautiful Harlem Studio Apartment - private access,497672,Cynthia And  Charlie,Manhattan,Harlem,40.80384,-73.95123,Entire home/apt,85,30,182,2024-08-31,1.11,1,117,6,
118061,Style in Stuyvesant Heights,2248897,Roberta,Brooklyn,Bedford-Stuyvesant,40.68462,-73.92895,Entire home/apt,130,30,94,2024-08-02,0.59,1,361,4,
121687,Spacious Brooklyn Loft,262812,Vikram,Brooklyn,Williamsburg,40.71983,-73.95992,Entire home/apt,200,30,57,2021-08-12,0.36,1,152,0,
125163,Authentic New York City Living,622855,Desmond,Brooklyn,Bedford-Stuyvesant,40.68595,-73.92923,Entire home/apt,106,30,94,2024-07-01,0.70,2,317,3,
128975,City Room - Street View Apt,256161,Wayne,Manhattan,Harlem,40.81127,-73.94561,Entire home/apt,120,30,131,2024-06-08,0.80,4,89,2,
134934,Prime Williamsburg Apartment,652842,Giovanni,Brooklyn,Williamsburg,40.71771,-73.95849,Entire home/apt,,30,26,2019-12-07,0.21,1,0,0,
135465,Garden apartment close to Manhattan,663879,Christopher,Brooklyn,Fort Greene,40.68646,-73.97548,Entire home/apt,170,30,135,2024-07-21,0.85,1,320,2,
136493,Historical space with exceptional light & art,663384,Irena,Brooklyn,Park Slope,40.67497,-73.97796,Entire home/apt,295,7,44,2024-08-26,0.30,1,55,2,OSE-STRREG-0002027
139624,"Spacious, Sunny, private one bedroom",680818,Jessica,Brooklyn,Crown Heights,40.67478,-73.95165,Entire home/apt,64,30,86,2024-08-07,0.54,1,43,4,
140133,Truly Amazing Oasis In Williamsburg,622866,Daniel,Brooklyn,Williamsburg,40.71347,-73.96035,Entire home/apt,296,30,193,2023-12-02,1.20,1,125,5,
141335,Architect's Brownstone,687361,Orna,Brooklyn,Park Slope,40.67487,-73.97637,Private room,900,30,41,2023-05-29,0.27,2,365,0,
142069,"EAST VILLAGE STUDIO, sunny & quiet",277747,Josh,Manhattan,East Village,40.72506,-73.97906,Entire home/apt,,30,22,2014-11-10,0.14,1,0,0,
144087,LUXURY OF THE HORIZON,616825,Rinaldo & Jessa,Manhattan,Harlem,40.80687,-73.95333,Entire home/apt,,30,30,2022-10-30,0.18,2,365,0,
