id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
621228646987167138,1st floor: Room # 3,457828432,Mohammed,Brooklyn,Brownsville,40.65577,-73.91117,Private room,43,30,4,2024-03-29,0.14,13,122,2,
621267743726156138,Private one bedroom with Private outdoors,457840330,Mabel,Bronx,Baychester,40.87363,-73.8405,Entire home/apt,,90,17,2023-09-04,0.61,1,83,0,
621581270186251413,"3 BR 2.5 BA house, magical garden, family friendly",650282,Ned,Brooklyn,Bedford-Stuyvesant,40.67875,-73.95108,Entire home/apt,220,30,3,2023-08-06,0.11,1,217,0,
621619861209277854,Lovely rental with indoor firework,440069848,Ademola,Queens,Rosedale,40.670563,-73.73288,Private room,,30,1,2022-09-26,0.04,1,0,0,
621692324553291873,Farrockaway 2BD home with backyard and fireplace,53476265,Michelle,Queens,Edgemere,40.59341982423065,-73.77850258977804,Entire home/apt,,30,1,2023-08-28,0.07,1,0,0,
621763568649914469,BROOKLYN NIGHTS WITH PRIVATE PATIO AND BBQ GRILL,52403444,R.J,Brooklyn,Bedford-Stuyvesant,40.68972,-73.94611,Entire home/apt,160,1,150,2024-10-17,4.99,5,45,65,Exempt
621880905850087827,Fisherman's Dream on East River & Ferry Point Golf,456132010,Book It,Bronx,Throgs Neck,40.812206,-73.82663,Entire home/apt,170,30,6,2024-03-11,0.21,4,365,1,
621890434851995627,Elegant 3 BR  Home w/ Charming Porch & Backyard,42323398,Grace,Brooklyn,Kensington,40.64537,-73.97573,Entire home/apt,,30,0,,,1,0,0,
621933627162910699,"HUGE Room, Renovated apartment with Laundry #37",3223938,Eugene,Brooklyn,Midwood,40.61358,-73.95309,Private room,,30,0,,,740,276,0,
621943200878315937,"Prospect Park Room, HDTV, Laundry, 2 Bath #341",3223938,Eugene,Brooklyn,Flatbush,40.64845,-73.96986,Private room,,30,0,,,740,307,0,
621952284492189498,Charming and colorful one-bedroom in the Village,52170593,Anna,Manhattan,Greenwich Village,40.73014,-73.99953,Entire home/apt,,30,2,2022-08-28,0.07,1,0,0,
621980119520092893,"Exposed Brick, Laundry, 24 min to manhattan #351",3223938,Eugene,Brooklyn,Bedford-Stuyvesant,40.68567,-73.92293,Private room,,30,0,,,740,354,0,
621993494573410612,"Exposed Brick, Laundry, 24 min to manhattan #352",3223938,Eugene,Brooklyn,Bedford-Stuyvesant,40.68573,-73.92288,Private room,,90,0,,,740,354,0,
622282373326580697,Trendy Brand New Studio on The Upper East Side,2867137,Avi,Manhattan,Upper East Side,40.77151,-73.95641,Entire home/apt,150,30,2,2024-05-27,0.07,92,344,1,
622289283359247413,New Gorgeous Studio on the Upper East Side,2867137,Avi,Manhattan,Upper East Side,40.77147,-73.95464,Entire home/apt,144,30,4,2024-06-10,0.16,92,327,1,
622350469075907189,Unit 2A Nice 3 Bedroom Apartment 15 Mins From JFK,141027957,Radhames,Queens,Woodhaven,40.68713,-73.86362,Entire home/apt,95,30,73,2024-01-17,2.43,4,127,3,
622355656173465587,4 Serene Units In The Heart Of NYC!,174792040,RoomPicks By Victoria,Manhattan,Theater District,40.75973,-73.98711,Hotel room,100,1,0,,,25,299,0,OSE-STRREG-0000068
622356158026719645,3 Premium Rooms at The Gallivant Times Square!,174792040,RoomPicks By Victoria,Manhattan,Theater District,40.76078,-73.98545,Hotel room,100,1,0,,,25,303,0,OSE-STRREG-0000068
622356173587527197,The Heart Of New York City! 3 Awesome Units!,174792040,RoomPicks By Victoria,Manhattan,Theater District,40.75958,-73.98674,Hotel room,100,1,5,2024-08-25,0.40,25,304,4,OSE-STRREG-0000068
622356627526404589,2 Premium Rooms at The Gallivant Times Square!,174792040,RoomPicks By Victoria,Manhattan,Hell's Kitchen,40.76152,-73.98733,Hotel room,100,1,2,2024-09-22,0.31,25,307,2,OSE-STRREG-0000068
622383818484517905,Spacious 1-bed on a quiet tree lined street,55177705,Colette,Brooklyn,Williamsburg,40.71229,-73.94627,Entire home/apt,,30,3,2022-09-04,0.10,1,0,0,
622391207958176781,2nd floor -Room #5,457828432,Mohammed,Brooklyn,Brownsville,40.65735,-73.91102,Private room,41,30,7,2024-01-22,0.24,13,357,1,
622399228574126361,1st  floor-Room 6,457828432,Mohammed,Brooklyn,Brownsville,40.65569,-73.90899,Private room,42,30,4,2023-09-16,0.17,13,307,0,
622602193403700800,Gorgeous and Fully equipped Luxury 1 Bedroom Apt!,205760,Shai,Manhattan,Hell's Kitchen,40.76117,-73.99381,Entire home/apt,200,30,9,2024-07-27,0.33,12,275,3,
622622320675898463,Entire Deluxe Suite in Bedford-Stuyvesant,253526523,Lourdes,Brooklyn,Bedford-Stuyvesant,40.682827812087076,-73.9486211667792,Private room,85,30,76,2024-10-01,2.64,3,121,8,
622642286236302171,Home Away From Home,137154853,Nancy,Queens,Queens Village,40.70285,-73.74592,Entire home/apt,,30,52,2024-10-24,1.82,1,0,5,
622647238390881096,"Luxurious, full-floor 2 bed, 2 bath Flatiron NOMAD",458139316,Leo,Manhattan,Midtown,40.74597,-73.98521,Entire home/apt,995,30,46,2023-11-26,1.60,1,270,2,
622654112769456670,2nd floor-Room 7,457828432,Mohammed,Brooklyn,Brownsville,40.65688,-73.91109,Private room,38,30,6,2023-08-05,0.21,13,307,0,
622662335084368629,1st floor-Room # 8,457828432,Mohammed,Brooklyn,Brownsville,40.65567,-73.91081,Private room,40,30,5,2024-08-01,0.17,13,307,1,
622682336643221151,2nd floor-Room # 9,457828432,Mohammed,Brooklyn,Brownsville,40.65742,-73.90899,Private room,39,30,5,2024-09-25,0.17,13,187,3,
622687594514022681,2nd floor-Room 10,457828432,Mohammed,Brooklyn,Brownsville,40.65544,-73.91048,Private room,40,30,9,2024-08-06,0.35,13,334,2,
622816204041595172,Lovely private BIG/Studio Like room 5 Min from LGA,452778731,Nick,Queens,Elmhurst,40.7453738177838,-73.88461737111078,Private room,,30,28,2023-09-04,0.93,2,0,0,
622852689794634047,"Blueground | East Village, w/d, nr train",107434423,Blueground,Manhattan,East Village,40.73017,-73.98246,Entire home/apt,347,31,1,2022-09-02,0.04,897,293,0,
622852964134031818,"Blueground | East Village, w/d, nr Union Sq",107434423,Blueground,Manhattan,East Village,40.7324098,-73.98747879999999,Entire home/apt,385,31,0,,,897,218,0,
622853236242589115,"Blueground | UWS, gym & doorman, nr Julliard",107434423,Blueground,Manhattan,Upper West Side,40.7775972,-73.9884665,Entire home/apt,297,31,0,,,897,332,0,
622853578857500280,"Blueground | UWS, gym & doorman, nr Julliard",107434423,Blueground,Manhattan,Upper West Side,40.7775972,-73.9884665,Entire home/apt,300,31,0,,,897,279,0,
622853930405575823,"Blueground | UWS, gym & doorman, nr Julliard",107434423,Blueground,Manhattan,Upper West Side,40.7776,-73.98847,Entire home/apt,299,31,0,,,897,291,0,
622928213265542885,Lovely & Light 1-bedroom Bedstuy Apartment,320538,Larissa,Brooklyn,Bedford-Stuyvesant,40.68498,-73.93767,Entire home/apt,,30,0,,,2,2,0,
622964050408357805,2 bed loft in heart of Carroll Gardens,20684495,Simon,Brooklyn,Carroll Gardens,40.67859,-73.99849,Entire home/apt,200,30,0,,,1,318,0,
623052451160158796,Spacious 1 bedroom unit in Brooklyn,84330585,Marissa,Brooklyn,Crown Heights,40.66504,-73.95155,Entire home/apt,99,30,2,2024-08-31,0.13,1,120,1,
623082106605347836,Cozy Private Room. 15 min to Manhattan (Broadway),457157525,Andres,Queens,Long Island City,40.754,-73.92508,Private room,85,3,110,2024-10-28,3.69,3,36,42,OSE-STRREG-0001254
623087251740124065,The Guest Room,450955146,Mar,Brooklyn,Bushwick,40.68542,-73.9112,Private room,113,30,64,2023-08-29,2.11,3,90,0,
623093314568047287,A One Bedroom Suite with Kitchen & Backyard,405671301,Edith,Bronx,Eastchester,40.88764,-73.81612,Entire home/apt,,30,85,2023-09-04,2.81,3,0,0,
623185525340790807,Family friendly apartment in trendy Greenpoint,7646868,Jessica,Brooklyn,Greenpoint,40.72262,-73.94949,Entire home/apt,500,30,2,2023-08-07,0.13,1,339,0,
623222466272185741,Williamsburg Modern (with Balcony!),82392155,Marabelle,Brooklyn,Williamsburg,40.70318,-73.94184,Entire home/apt,150,30,16,2024-10-01,0.57,1,318,2,
623311353812146045,法拉盛清靜小築,4693148,Jeff,Queens,Flushing,40.77138,-73.81148,Entire home/apt,168,30,27,2024-08-10,0.91,1,364,2,
623312636097789885,Large bedroom in lovely shared Bed-Stuy townhouse,238135369,Avri,Brooklyn,Bedford-Stuyvesant,40.69026,-73.94271,Private room,,30,2,2022-08-28,0.07,1,0,0,
623316905566055675,Lovely 2-Bedroom/4 guest rental unit in Brooklyn,164297725,Jose,Brooklyn,Sunset Park,40.66365,-73.99587,Entire home/apt,250,30,38,2024-08-03,1.41,1,337,1,
623416908414012434,Spacious Chelsea Artist Loft - Heart of Manhattan,15845173,Andrew,Manhattan,Chelsea,40.74236,-73.99438,Entire home/apt,,30,3,2022-12-06,0.11,2,0,0,
623514517668546155,"Blueground | Midtown W, doorman, nr Times Sq",107434423,Blueground,Manhattan,Hell's Kitchen,40.76304,-73.98697,Entire home/apt,307,31,1,2022-09-16,0.04,897,224,0,
623657977519782139,King Size Apt in Brooklyn,68296703,Christopher,Brooklyn,Crown Heights,40.67364687988967,-73.92721273889428,Entire home/apt,168,3,87,2024-10-31,2.93,1,228,32,OSE-STRREG-0001022
623725303372467759,"Terrace, Washer & dryer, Prospect Park, Room #336",3223938,Eugene,Brooklyn,Prospect-Lefferts Gardens,40.65832,-73.94889,Private room,45,30,0,,,740,307,0,
623763533917886225,Massive Bright bedroom in a townhouse + backyard,16066061,Kaina,Brooklyn,Crown Heights,40.67625,-73.91507,Private room,47,30,7,2024-03-02,0.27,4,152,1,
623812432062401934,Beautiful One Bedroom Apartment in NYC,297728480,Edin,Queens,Astoria,40.75675,-73.92231,Entire home/apt,115,30,0,,,1,307,0,
623828374234662704,Artsy and full of sunlight apartment in Brooklyn,13098292,Raisa,Brooklyn,Bedford-Stuyvesant,40.68836,-73.9223,Entire home/apt,,30,3,2023-07-18,0.12,2,0,0,
623869990777003378,Modern 2 Bedroom Apartment in Murray Hill,2867137,Avi,Manhattan,Kips Bay,40.74297,-73.97359,Entire home/apt,215,30,1,2023-04-22,0.05,92,297,0,
623882710917814272,Quintessential West Village Charmer,111158974,Mireya,Manhattan,West Village,40.73142,-74.00587,Entire home/apt,250,30,0,,,1,276,0,
623911914751029129,Modern 2BD 2BA Apt NYC | Near NJ | Parking & More,458447508,Anna,Staten Island,Prince's Bay,40.52498,-74.21514,Entire home/apt,182,30,28,2024-10-13,0.93,1,136,2,
623922493793823954,Art-filled duplex + large shared garden,16323123,Sara,Brooklyn,Bedford-Stuyvesant,40.67978,-73.92734,Private room,195,5,40,2024-03-27,1.34,1,276,1,OSE-STRREG-0001338
623930544541593281,Cozy  Bedroom in Saint Albans,394602143,Rudy,Queens,St. Albans,40.6936,-73.75667,Entire home/apt,80,30,59,2024-09-30,1.97,3,90,2,
623939702676372002,New *Luxurious* Studio - 30 min from heart of NYC,384413290,Fran,Brooklyn,Sheepshead Bay,40.60967,-73.9536,Entire home/apt,91,30,45,2024-08-25,1.49,1,316,4,
624059578503166374,"Modern 2br/2ba in Williamsburg, 12min to Manhattan",25080136,Scott,Brooklyn,Williamsburg,40.7132,-73.95211,Entire home/apt,,30,21,2023-08-06,0.71,1,0,0,
624062378954395750,Lovely 1-bedroom in the center of Chelsea,38762515,Samuel,Manhattan,Chelsea,40.74564,-74.00024,Entire home/apt,115,30,3,2023-06-01,0.11,1,45,0,
624070672075315987,Chic 1-bedroom apartment in Gramercy,31902179,Alex,Manhattan,Kips Bay,40.73845,-73.98165,Entire home/apt,,30,10,2023-04-07,0.34,1,0,0,
624197678735957167,Guest Room hosted by me 3 Stops from Manhattan,446435330,James,Bronx,Concourse Village,40.83384,-73.90965,Private room,70,30,43,2023-11-18,1.47,1,177,2,
624399238774557651,"Huge, sunny, renovated & artsy - WFH ready!",956848,Fernanda,Manhattan,Harlem,40.82416,-73.95121,Entire home/apt,100,30,16,2023-09-27,0.65,1,124,0,
624463882538871329,Modern 1-bedroom apartment with stunning views,12505849,Dominik,Manhattan,Hell's Kitchen,40.76275,-73.99673,Entire home/apt,,30,5,2024-08-19,0.18,1,0,2,
624543869555689716,Cozy bedroom in Harlem,43452533,Mark,Manhattan,Harlem,40.82603,-73.94357,Private room,,30,7,2023-05-25,0.27,2,0,0,
624543917590041116,Cozy Room in West Harlem R,43452533,Mark,Manhattan,Harlem,40.82548,-73.94408,Private room,,30,9,2023-08-28,0.32,2,0,0,
624545561138818983,Beautiful 2 beds Apt in Midtown NYC #2201,458591926,Menachem,Manhattan,Midtown,40.7507,-73.9711,Entire home/apt,269,1,159,2024-10-24,5.48,11,174,65,Exempt
624564459912553577,"Brooklyn Brownstone Suite, 5 min walk to Subway",458598023,Ashley,Brooklyn,Bedford-Stuyvesant,40.68136,-73.93333,Entire home/apt,112,2,135,2024-10-31,4.51,1,252,54,OSE-STRREG-0000309
624585985635107552,Stylish 2BD Apartment in NYC #4401,458591926,Menachem,Manhattan,Midtown,40.75037,-73.97099,Entire home/apt,301,1,153,2024-10-28,5.29,11,229,72,Exempt
624608255734306751,Modern New York City Penthouse w/ Incredible Views,15300025,Anastasia,Manhattan,Financial District,40.704857,-74.011322,Entire home/apt,,30,0,,,1,0,0,
624632015335254608,Cozy and Chic 2BD Loft in Midtown NY! #3301,458591926,Menachem,Manhattan,Midtown,40.75079,-73.96963,Entire home/apt,377,1,163,2024-10-23,5.54,11,253,73,Exempt
624648548841836847,"Ctr Wbrg: lg 1BR+BA in 2BR/BA Condo (pkg,gym,roof)",217251565,Just,Brooklyn,Williamsburg,40.71450158123682,-73.96250007542054,Private room,260,30,0,,,1,120,0,
624652602355764943,Sunny Loft located in Midtown-East #4403,458591926,Menachem,Manhattan,Midtown,40.75262,-73.96951,Entire home/apt,202,1,153,2024-10-30,5.68,11,181,71,Exempt
624656778421996162,"Sun Filled, Hip Bushwick Haven, Centrally Located",558571328,Andrew,Brooklyn,Bushwick,40.70535,-73.92512,Private room,42,31,1,2023-09-19,0.07,1,122,0,
624662381318884072,Chic Midtown Studio with Patio #2203,458591926,Menachem,Manhattan,Midtown,40.75254,-73.97119,Entire home/apt,210,1,171,2024-10-13,6.03,11,232,66,Exempt
624668883011039248,Manhattan loft Studio located Midtown NYC! #3303,458591926,Menachem,Manhattan,Midtown,40.75248,-73.97008,Entire home/apt,246,1,153,2024-10-24,5.36,11,134,63,Exempt
624678118491722763,Cozy and Chic Studio Loft in Midtown NYC! #3302,458591926,Menachem,Manhattan,Midtown,40.75239,-73.97001,Entire home/apt,281,1,179,2024-10-25,6.20,11,185,83,Exempt
624687753142583669,Stylish Loft in East Midtown NYC! #4402,458591926,Menachem,Manhattan,Midtown,40.75076,-73.96977,Entire home/apt,313,1,152,2024-10-26,5.23,11,227,65,Exempt
624694699394680598,Beautiful Studio with Patio in Midtown NYC! #2202,458591926,Menachem,Manhattan,Midtown,40.75043,-73.96993,Entire home/apt,219,1,163,2024-10-27,5.66,11,238,76,Exempt
624695997934785475,Serene & Spacious Home in Historic Townhouse,1939708,Ursula,Brooklyn,Bedford-Stuyvesant,40.68328,-73.92312,Entire home/apt,180,30,41,2024-09-21,1.37,1,48,4,
624739608555526246,Your own bedroom + a semiprivate sunroom to enjoy!,153416347,Judith,Brooklyn,Flatbush,40.65034,-73.95313,Private room,,30,0,,,1,0,0,
624804271494857253,1-bedroom unit with a spacious En-suite.,458662896,Shadae,Brooklyn,East New York,40.65956,-73.89786,Entire home/apt,99,30,2,2024-07-23,0.08,1,171,1,
624817034465207352,Contemporary renovated 2BR Apartment in Brooklyn,120813796,Michael,Brooklyn,Gravesend,40.59701,-73.99471,Entire home/apt,,30,1,2023-09-07,0.07,1,0,0,
625049848930384229,Modern Brooklyn Apartment w/Skyline Views,23624611,Jovana,Brooklyn,Bedford-Stuyvesant,40.681,-73.93801,Entire home/apt,161,30,9,2024-08-04,0.33,4,49,4,
625101948280782536,"Lovely 2 bedroom condo apt cozy, great views Nyc",106550420,Katherine,Bronx,Mott Haven,40.81117965446412,-73.92987687226892,Entire home/apt,166,30,0,,,1,365,0,
625120941568839885,Private room near express trains and Manhattan,42093468,Eka,Bronx,Longwood,40.81611,-73.91045,Private room,39,30,0,,,2,362,0,
625130804427996264,"Comfort Cozy Apt, 2 Bedrooms, Queens, Close to JFK",458726032,Judith,Queens,Rosedale,40.65955,-73.73013,Entire home/apt,,30,35,2023-09-04,1.20,1,179,0,
625137784525256492,Lovely private queen bedroom with shared kitchen,112901574,Nate,Brooklyn,Bedford-Stuyvesant,40.69104,-73.93281,Private room,92,30,22,2023-11-07,0.74,6,362,1,
625153363281072354,A classy one bed apartment that can host 4 persons,458728491,Oteri,Queens,Queens Village,40.70649,-73.73921,Shared room,85,30,8,2023-05-26,0.27,1,365,0,
625206952539862808,"Spacious sunlit room available in (2 br), queens",199468878,Ashley,Queens,Rego Park,40.72763,-73.85692,Private room,42,30,3,2023-08-22,0.12,1,307,0,
625327900692074881,Luxurious Soho Apartment~ 3 Bedroom 2 Bathroom,458783676,Yaniv,Manhattan,SoHo,40.72415,-74.00782,Private room,1065,1,99,2024-10-18,3.61,1,179,34,OSE-STRREG-0000914
625395041557538907,Fanta’s place,458802471,Fanta,Bronx,Bronxdale,40.852989,-73.865257,Entire home/apt,,30,35,2023-08-25,1.19,1,0,0,
625396851096244118,1 room in house to rent,16640515,James,Brooklyn,Flatlands,40.621193,-73.926361,Private room,70,30,0,,,2,362,0,
625436382311410874,Spacious apartment 20 minutes from Manhattan,10643230,Jacob,Queens,Sunnyside,40.74557,-73.92048,Entire home/apt,,30,2,2023-04-14,0.07,1,0,0,
625470772596139920,Cozy Clean Retreat w/Private bath,128879778,Hoi Yin,Brooklyn,Sunset Park,40.64453,-74.01393,Private room,89,1,102,2024-10-17,3.40,2,132,31,OSE-STRREG-0002074
625506869650504874,Brooklyn Penthouse with City views,95449577,Arthur,Brooklyn,Columbia St,40.68591,-74.00303,Entire home/apt,305,30,0,,,1,83,0,
625519191136597349,Sunfilled Queen bed w/Private bath,128879778,Hoi Yin,Brooklyn,Sunset Park,40.64356,-74.01369,Private room,99,1,93,2024-10-17,3.18,2,140,34,OSE-STRREG-0002074
625559308859723672,Luxury Brooklyn Brownstone near Industry City,465555503,Judy,Brooklyn,Sunset Park,40.64833,-74.00866,Entire home/apt,120,30,9,2024-10-10,0.33,1,250,3,
625575155202250468,Gravesend’s gem 1 bedroom shared apartment,94951531,Isaac,Brooklyn,Gravesend,40.595551,-73.970978,Private room,150,30,14,2023-08-28,0.46,1,365,0,OSE-STRREG-0001499
625607057280802438,Entire Loft in Brooklyn - Clinton Hill,29900881,Danny,Brooklyn,Clinton Hill,40.68102,-73.96397,Entire home/apt,260,30,6,2023-09-07,0.23,1,365,0,
625792034614526869,"Blueground | Midtown, elevator & gym, nr Times Sq.",107434423,Blueground,Manhattan,Theater District,40.7607614,-73.98610550000001,Entire home/apt,312,31,1,2024-06-20,0.22,897,317,1,
625794540207537013,"Blueground | UWS, gym, nr Central Park",107434423,Blueground,Manhattan,Upper West Side,40.7802254,-73.97613880000002,Entire home/apt,366,31,1,2023-05-21,0.06,897,227,0,
625945264362250739,"HUGE HDTV Room in Bayridge, awesome location # 50",3223938,Eugene,Brooklyn,Bay Ridge,40.63008,-74.02416,Private room,,30,0,,,740,307,0,
625945286123857493,"HDTV Room, 1 block to Fort Greene Park #359",3223938,Eugene,Brooklyn,Fort Greene,40.69627,-73.97207,Private room,,30,0,,,740,307,0,
625945305310477544,"New room, AC, laundry, large closet, Only girl#129",3223938,Eugene,Brooklyn,Bushwick,40.69103,-73.91199,Private room,44,30,1,2024-04-01,0.14,740,354,1,
625945324171056840,"Bushwick HDTV Room, 19 min to Manhattan #184",3223938,Eugene,Brooklyn,Bedford-Stuyvesant,40.6924,-73.93158,Private room,,30,0,,,740,354,0,
625949325513875956,Lovely 2 bedroom with glass and royal blue furnish,400165346,Emerald,Bronx,Norwood,40.88345,-73.88012,Entire home/apt,203,30,0,,,1,365,0,
626071828632462532,Large clean studio near Central Park,9858467,Vivian,Manhattan,Upper West Side,40.77889,-73.98181,Entire home/apt,190,30,0,,,1,61,0,
626119555061496226,Private Room in Bushwick,401096854,Jonatah,Brooklyn,Bedford-Stuyvesant,40.68305,-73.91827,Private room,,30,0,,,9,0,0,
626247347691900150,Lovely clean one bedroom accessible to manhattan,398164774,Demoy,Bronx,Edenwald,40.889629,-73.833763,Private room,150,30,2,2022-07-20,0.07,1,365,0,
626327629962215199,A Beautiful 1BR Apartment in the Heart of Brooklyn,163329653,Blandine,Brooklyn,East Flatbush,40.651272,-73.945312,Entire home/apt,117,30,44,2023-11-26,1.47,2,308,2,
626368815819350675,Amazing 2BR Apartment in the Center of Brooklyn,163329653,Blandine,Brooklyn,East Flatbush,40.651272,-73.945312,Private room,146,3,63,2024-10-14,2.30,2,346,27,OSE-STRREG-0000881
626673211098506935,"Libby's Comfy, cozy getaway",434939029,Rosalind,Brooklyn,Crown Heights,40.67355,-73.95286,Entire home/apt,95,30,8,2024-10-15,0.29,1,309,3,
626711320545522978,Cozy and stylish Apartment in Brooklyn,94898029,Suri,Brooklyn,Bedford-Stuyvesant,40.6921,-73.95398,Entire home/apt,,30,5,2023-05-23,0.17,1,0,0,
626742288830983894,Beautiful New 1 BR Apt with front yard.,459073067,Ryan,Queens,St. Albans,40.704594,-73.766525,Entire home/apt,80,30,53,2024-08-02,1.96,1,62,1,
626767327976025919,2nd floor studio in Boerum Hill Brooklyn,459079249,Patricia,Brooklyn,Boerum Hill,40.6868,-73.9862,Private room,145,3,137,2024-11-01,4.56,1,46,61,Exempt
626938118995684022,"Elmhurst Modern private room , Centrally Located",25687903,Jennifer,Queens,Elmhurst,40.74052,-73.8792,Private room,152,31,6,2023-09-06,0.22,2,179,0,
626940120481689338,2 Bedroom Rental Unit w/Terrace,169472089,Betty,Queens,Flushing,40.76118405966738,-73.8325484086377,Private room,126,30,0,,,2,270,0,
627005307194527586,Greenpoint/Williamsburg duplex with backyard,6104449,Eleonore,Brooklyn,Greenpoint,40.72468,-73.9532,Entire home/apt,200,30,4,2023-08-20,0.14,1,83,0,
627028314789354917,Private Home in Astoria 2nd floor,458777714,Shuhana,Queens,Astoria,40.76959,-73.91861,Entire home/apt,228,1,126,2024-10-18,4.21,2,212,50,OSE-STRREG-0001318
627075354277215363,Sunny Private Bedroom in a European House,36881439,Ben,Queens,Long Island City,40.75548,-73.91878,Private room,95,30,0,,,2,365,0,
627209991370408129,Lovely 1-bedroom Room rental,92561578,Giani,Bronx,Port Morris,40.8046,-73.92654,Private room,75,30,3,2024-01-31,0.12,3,361,1,
627371470100795624,2 BDRM penthouse in the heart of the LES,459192204,Sally,Manhattan,Lower East Side,40.72235,-73.98797,Entire home/apt,489,30,3,2023-05-27,0.12,1,365,0,
627380994474321106,Spacious Bushwick Apartment,25968876,Danny,Brooklyn,Bushwick,40.69124,-73.90679,Private room,200,30,0,,,1,365,0,
627430327536180331,Modern 2-bed condo with terrace in New York,1286286,Teresa,Manhattan,Lower East Side,40.71988,-73.99231,Entire home/apt,,30,1,2022-09-23,0.04,1,0,0,
627459179441867014,Sunny and spacious 1 bedroom apartment in Brooklyn,39534827,Elise,Brooklyn,Prospect-Lefferts Gardens,40.656418,-73.960976,Entire home/apt,,30,2,2024-08-03,0.07,1,0,1,
627550044032942914,Lovely studio apartment,353975212,Manuel,Queens,Long Island City,40.746353,-73.940483,Entire home/apt,,30,4,2022-06-26,0.13,1,0,0,
627553930119405271,LUXURY 2-BEDROOM IN CROWN HEIGHTS - Front Entrance,459248803,Sarah,Brooklyn,Crown Heights,40.666702,-73.938072,Entire home/apt,300,30,9,2023-06-19,0.32,2,364,0,
627626874539824485,The Attic BK - 1 Bedroom in Brooklyn Townhouse,24170873,Karl,Brooklyn,Crown Heights,40.67695,-73.92954,Entire home/apt,195,30,59,2023-10-18,1.99,1,364,0,
627768301668465642,Cozy Private 3 Bedroom Apartment,456025232,Christine,Brooklyn,Bedford-Stuyvesant,40.68259312544736,-73.91270704828831,Entire home/apt,70,30,0,,,1,358,0,
627897706345600965,Unit 1A Nice 3-Bedroom Apt In Queens 15 Mins JFK,141027957,Radhames,Queens,Woodhaven,40.68664,-73.86351,Entire home/apt,91,30,67,2024-10-11,2.25,4,333,6,
628054598742623877,Chic private room steps from Metro & Industry City,51913277,Andrada,Brooklyn,Sunset Park,40.65518,-74.00313,Private room,97,30,103,2024-08-13,3.45,7,90,9,
628138206727405883,"2 BRs w/ Queen, King + Prvt BA near Prospect Prk",435050037,Abdo,Brooklyn,Flatbush,40.65158,-73.9614,Private room,275,2,9,2024-10-27,0.30,9,335,1,OSE-STRREG-0001957
628375857871186931,Modern bedroom kitchen bath & living room,459450273,Curlene,Brooklyn,East Flatbush,40.65888,-73.92638,Entire home/apt,90,30,59,2024-09-28,2.03,1,200,6,
628677894176612092,Jacuzzi Backyard with King Bed,271282883,Terence,Manhattan,East Harlem,40.79235,-73.94378,Private room,,30,17,2023-01-19,0.57,1,0,0,
628769873559199151,Lovely 1- bedroom in apartment,33126358,Geovanna Mariela,Brooklyn,Sheepshead Bay,40.605213,-73.953468,Private room,80,30,41,2024-09-20,1.46,1,78,1,
628804013078255511,"Bushwick Room Exposed Brick, Laundry, Terrace #113",3223938,Eugene,Queens,Ridgewood,40.70114,-73.90354,Private room,,30,0,,,740,354,0,
628943467087735545,Bright sunny room with exposed bricks,401096854,Jonatah,Brooklyn,Bedford-Stuyvesant,40.68326,-73.91675,Private room,,30,4,2022-10-01,0.14,9,0,0,
628964595967920159,1 Bedroom Apt / Peaceful / Williamsburg,5945833,Ollie,Brooklyn,Williamsburg,40.71165,-73.94438,Entire home/apt,,30,10,2024-06-25,0.34,3,2,1,
629036001404946530,Your bedroom in the center of Williamsburg!,459609591,Armando,Brooklyn,East Flatbush,40.64926,-73.94942,Private room,85,30,2,2022-09-07,0.07,1,363,0,
629040494057779296,Cozy Brooklyn Studio Minutes from Subway & JFK!,459611794,David,Brooklyn,East New York,40.672791,-73.881798,Entire home/apt,60,30,28,2024-09-16,0.94,1,167,3,
629099709887557109,Private Room in Charming 2-bedroom Apartment!,228962859,Sara,Manhattan,Greenwich Village,40.73045,-73.99984,Private room,186,30,9,2024-10-01,0.33,2,104,2,
629156946000001563,The Zen refuge,284603393,Abayomi,Brooklyn,Bedford-Stuyvesant,40.68797,-73.943,Private room,,30,7,2023-07-05,0.35,4,0,0,
629186934930041957,"Private bed, bathroom -3 mins to shopping center",19303369,Hiroki,Queens,Flushing,40.75485,-73.8333,Private room,,30,0,,,255,0,0,
629196150330969487,Lovely room in Brooklyn,459645051,Wismick,Brooklyn,Bergen Beach,40.625278,-73.9114,Private room,150,30,29,2023-09-05,1.05,1,365,0,
629201476816704492,"Bedstuy Large HDTV Room, 25 min to Manhattan #355",3223938,Eugene,Brooklyn,Bedford-Stuyvesant,40.6881,-73.94532,Private room,,30,0,,,740,354,0,
629201523932170811,"Bushwick Room Luxury building, Balcony, Gym #175",3223938,Eugene,Brooklyn,Bushwick,40.68778,-73.91909,Private room,,30,0,,,740,354,0,
629211160504994365,"31Private bed, bathroom -3 mins to shopping center",19303369,Hiroki,Queens,Flushing,40.75656,-73.83507,Private room,,30,0,,,255,0,0,
629214679279057533,"Private bed, bathroom -3 mins to shopping center",19303369,Hiroki,Queens,Flushing,40.75458,-73.83529,Private room,,30,0,,,255,2,0,
